attribution_id,user_id,campaign_id,touchpoint_date,touchpoint_type,platform,device,attribution_model,attribution_weight,converted,conversion_value
ATTR00002130,USR00007485,CMP000009,2025-02-22,Impression,Facebook,Smart TV,Last Touch,0.81,False,0
ATTR00002131,USR00005637,CMP000063,2024-11-09,Impression,YouTube,Smart TV,Linear,0.4,False,0
ATTR00002132,USR00000248,CMP000084,2024-11-20,Click,YouTube,Web Browser,Time Decay,0.66,False,0
ATTR00002133,USR00009192,CMP000045,2025-02-07,Click,Google Ads,Smart TV,Linear,0.32,False,0
ATTR00002134,USR00003753,CMP000072,2024-08-31,Click,Twitter,Smart TV,Last Touch,0.37,True,0
ATTR00002135,USR00001954,CMP000037,2024-09-05,View,Instagram,Gaming Console,First Touch,0.21,False,17.77
ATTR00002136,USR00000564,CMP000073,2024-10-18,View,Google Ads,Mobile,Last Touch,0.93,False,0
ATTR00002137,USR00000392,CMP000071,2025-05-22,Impression,Facebook,Streaming Device,Linear,0.94,False,0
ATTR00002138,USR00004235,CMP000097,2024-09-08,Impression,Programmatic,Smart TV,Linear,0.48,False,0
ATTR00002139,USR00002265,CMP000032,2025-05-17,Click,Twitter,Mobile,First Touch,0.25,False,0
ATTR00002140,USR00006738,CMP000034,2025-05-12,Impression,Google Ads,Mobile,First Touch,0.36,False,0
ATTR00002141,USR00003899,CMP000003,2024-09-28,View,Instagram,Tablet,Time Decay,0.92,False,0
ATTR00002142,USR00001735,CMP000065,2025-03-05,Impression,Instagram,Mobile,First Touch,0.36,False,0
ATTR00002143,USR00005229,CMP000074,2024-10-08,Impression,Programmatic,Smart TV,Last Touch,0.51,False,0
ATTR00002144,USR00004974,CMP000035,2025-02-05,View,Google Ads,Streaming Device,Linear,0.34,False,0
ATTR00002145,USR00008168,CMP000011,2024-07-27,View,YouTube,Mobile,Time Decay,0.61,False,0
ATTR00002146,USR00008149,CMP000011,2024-08-16,Impression,Instagram,Web Browser,Last Touch,0.52,False,0
ATTR00002147,USR00004714,CMP000096,2024-10-24,Click,Facebook,Web Browser,Last Touch,0.83,False,0
ATTR00002148,USR00005971,CMP000059,2025-02-06,Impression,Programmatic,Web Browser,Last Touch,0.58,True,0
ATTR00002149,USR00004133,CMP000073,2024-10-27,View,Twitter,Mobile,Last Touch,0.22,False,0
ATTR00002150,USR00002961,CMP000030,2024-08-26,Click,Google Ads,Mobile,Linear,0.13,False,0
ATTR00002151,USR00005815,CMP000061,2025-06-12,View,Programmatic,Smart TV,Last Touch,0.88,False,0
ATTR00002152,USR00008271,CMP000100,2024-09-06,Impression,Google Ads,Smart TV,Time Decay,0.99,False,12.59
ATTR00002153,USR00001788,CMP000023,2025-05-16,View,YouTube,Tablet,Last Touch,0.56,False,0
ATTR00002154,USR00004280,CMP000087,2024-10-26,View,Twitter,Web Browser,Last Touch,0.81,False,0
ATTR00002155,USR00006387,CMP000099,2025-02-15,Impression,Twitter,Smart TV,Linear,0.55,False,19.29
ATTR00002156,USR00005962,CMP000038,2025-05-16,Impression,Instagram,Smart TV,Linear,0.79,False,0
ATTR00002157,USR00009437,CMP000086,2024-07-20,Click,Instagram,Web Browser,First Touch,0.8,False,15.88
ATTR00002158,USR00000200,CMP000033,2025-03-26,Impression,Facebook,Streaming Device,First Touch,0.57,False,0
ATTR00002159,USR00003984,CMP000088,2025-01-20,View,TikTok,Smart TV,First Touch,0.8,False,0
ATTR00002160,USR00008092,CMP000068,2025-06-06,Click,Instagram,Mobile,Time Decay,0.28,False,13.65
ATTR00002161,USR00003427,CMP000025,2024-08-11,Impression,YouTube,Web Browser,Last Touch,0.39,False,17.34
ATTR00002162,USR00004605,CMP000011,2024-08-05,Impression,Facebook,Tablet,First Touch,0.47,True,0
ATTR00002163,USR00008773,CMP000030,2024-08-29,View,Instagram,Web Browser,Last Touch,0.19,True,0
ATTR00002164,USR00000375,CMP000039,2025-06-02,Impression,Google Ads,Mobile,Linear,0.33,False,0
ATTR00002165,USR00006767,CMP000086,2024-08-16,Impression,YouTube,Mobile,First Touch,0.28,False,0
ATTR00002166,USR00000525,CMP000078,2025-05-25,Click,YouTube,Smart TV,Last Touch,0.81,True,0
ATTR00002167,USR00000840,CMP000076,2025-02-13,Click,Google Ads,Smart TV,First Touch,0.44,False,0
ATTR00002168,USR00008421,CMP000083,2025-01-29,Click,Facebook,Smart TV,Linear,0.39,False,0
ATTR00002169,USR00005595,CMP000016,2024-11-11,Impression,Google Ads,Tablet,Last Touch,0.75,False,0
ATTR00002170,USR00001728,CMP000085,2025-02-14,Click,Instagram,Tablet,First Touch,0.52,True,0
ATTR00002171,USR00008755,CMP000091,2024-12-07,View,LinkedIn,Web Browser,First Touch,0.79,False,0
ATTR00002172,USR00000136,CMP000029,2024-09-24,Impression,TikTok,Tablet,Last Touch,0.58,False,0
ATTR00002173,USR00002837,CMP000030,2024-08-11,Impression,Programmatic,Streaming Device,Last Touch,1.0,False,0
ATTR00002174,USR00001917,CMP000005,2024-12-11,View,Instagram,Smart TV,First Touch,0.35,True,0
ATTR00002175,USR00001669,CMP000024,2025-04-17,View,Programmatic,Web Browser,First Touch,0.58,False,17.41
ATTR00002176,USR00004433,CMP000014,2025-03-03,View,Twitter,Smart TV,Time Decay,0.18,False,0
ATTR00002177,USR00008610,CMP000098,2025-02-02,View,Instagram,Web Browser,Linear,0.33,False,0
ATTR00002178,USR00009245,CMP000043,2025-05-05,Click,Instagram,Mobile,Time Decay,0.27,True,0
ATTR00002179,USR00002777,CMP000088,2025-01-13,View,LinkedIn,Gaming Console,Last Touch,0.78,True,0
ATTR00002180,USR00003338,CMP000015,2025-02-01,Click,Google Ads,Web Browser,First Touch,0.15,False,0
ATTR00002181,USR00006307,CMP000084,2024-11-17,Click,Google Ads,Smart TV,Time Decay,0.36,False,16.73
ATTR00002182,USR00005393,CMP000037,2024-09-01,Click,Instagram,Smart TV,First Touch,0.14,False,0
ATTR00002183,USR00005460,CMP000001,2024-07-13,Impression,YouTube,Mobile,Linear,0.64,False,0
ATTR00002184,USR00002475,CMP000033,2025-03-08,View,LinkedIn,Tablet,Time Decay,0.56,False,0
ATTR00002185,USR00001750,CMP000085,2025-03-07,View,Google Ads,Mobile,Linear,0.36,True,0
ATTR00002186,USR00007869,CMP000065,2025-03-05,Click,YouTube,Smart TV,First Touch,0.55,False,0
ATTR00002187,USR00009019,CMP000043,2025-05-22,View,YouTube,Mobile,Time Decay,0.89,False,0
ATTR00002188,USR00003898,CMP000064,2025-03-15,Impression,Programmatic,Smart TV,Time Decay,0.68,False,0
ATTR00002189,USR00000218,CMP000072,2024-09-05,View,Facebook,Mobile,Last Touch,0.61,True,0
ATTR00002190,USR00007253,CMP000017,2025-04-06,Click,YouTube,Web Browser,Time Decay,0.92,False,0
ATTR00002191,USR00000705,CMP000013,2025-06-07,Impression,Facebook,Streaming Device,Linear,0.12,False,0
ATTR00002192,USR00007400,CMP000100,2024-09-18,View,Twitter,Mobile,Last Touch,0.32,False,0
ATTR00002193,USR00003595,CMP000035,2025-02-20,Impression,TikTok,Mobile,Linear,0.99,False,0
ATTR00002194,USR00003705,CMP000094,2025-02-03,View,TikTok,Smart TV,Linear,0.88,False,0
ATTR00002195,USR00008498,CMP000068,2025-05-11,Click,Facebook,Web Browser,Last Touch,0.64,True,0
ATTR00002196,USR00007594,CMP000045,2025-01-17,Click,YouTube,Tablet,Time Decay,0.33,False,0
ATTR00002197,USR00007314,CMP000053,2024-12-23,Click,Twitter,Web Browser,Linear,0.68,False,0
ATTR00002198,USR00008722,CMP000015,2025-01-19,Click,Programmatic,Gaming Console,Last Touch,0.21,False,10.37
ATTR00002199,USR00003281,CMP000029,2024-09-20,View,TikTok,Tablet,Time Decay,0.44,False,11.8
ATTR00002200,USR00009804,CMP000061,2025-06-04,View,Programmatic,Smart TV,First Touch,0.51,False,0
ATTR00002201,USR00008462,CMP000098,2025-02-15,Click,Facebook,Mobile,First Touch,0.82,True,0
ATTR00002202,USR00006736,CMP000014,2025-02-16,View,YouTube,Tablet,First Touch,0.35,False,0
ATTR00002203,USR00008051,CMP000008,2024-09-09,View,Google Ads,Smart TV,Linear,0.72,False,0
ATTR00002204,USR00001704,CMP000075,2025-02-19,View,Google Ads,Gaming Console,Last Touch,0.89,False,0
ATTR00002205,USR00005586,CMP000031,2024-11-20,View,Instagram,Tablet,Last Touch,0.19,False,0
ATTR00002206,USR00001077,CMP000079,2024-11-03,View,Google Ads,Streaming Device,Time Decay,0.54,False,0
ATTR00002207,USR00000913,CMP000026,2024-12-05,View,Google Ads,Mobile,Time Decay,0.68,False,0
ATTR00002208,USR00002231,CMP000012,2025-01-22,View,Google Ads,Streaming Device,Linear,0.76,True,22.27
ATTR00002209,USR00005430,CMP000098,2025-02-17,Impression,Programmatic,Mobile,Linear,0.72,False,0
ATTR00002210,USR00009240,CMP000011,2024-08-20,Click,Twitter,Mobile,Time Decay,0.89,False,0
ATTR00002211,USR00002915,CMP000046,2025-06-14,Click,LinkedIn,Smart TV,Time Decay,0.27,True,0
ATTR00002212,USR00007746,CMP000088,2025-01-23,Click,Facebook,Tablet,Last Touch,0.3,False,13.96
ATTR00002213,USR00000858,CMP000050,2024-11-17,Click,Google Ads,Smart TV,Linear,0.56,False,0
ATTR00002214,USR00001633,CMP000097,2024-08-31,View,Google Ads,Smart TV,Last Touch,0.56,True,0
ATTR00002215,USR00004856,CMP000071,2025-05-30,View,Programmatic,Mobile,Time Decay,0.37,False,11.28
ATTR00002216,USR00009279,CMP000071,2025-05-14,Impression,YouTube,Mobile,Time Decay,0.89,False,0
ATTR00002217,USR00001048,CMP000003,2024-10-15,Click,Facebook,Mobile,Last Touch,0.76,False,0
ATTR00002218,USR00009156,CMP000004,2024-11-27,Impression,Facebook,Smart TV,First Touch,0.34,False,0
ATTR00002219,USR00003821,CMP000069,2024-07-15,Click,Twitter,Smart TV,Last Touch,0.28,False,0
ATTR00002220,USR00001583,CMP000063,2024-11-30,Click,YouTube,Tablet,Last Touch,0.88,True,17.85
ATTR00002221,USR00000329,CMP000022,2025-06-30,Click,Programmatic,Mobile,First Touch,0.38,False,18.42
ATTR00002222,USR00007772,CMP000090,2025-01-05,Impression,Programmatic,Smart TV,Time Decay,0.16,False,0
ATTR00002223,USR00001097,CMP000095,2024-08-27,Impression,Facebook,Smart TV,Time Decay,0.82,False,0
ATTR00002224,USR00000710,CMP000093,2024-07-30,Click,Instagram,Smart TV,Last Touch,0.33,False,17.18
ATTR00002225,USR00002292,CMP000045,2025-01-16,View,TikTok,Tablet,Last Touch,0.59,False,13.43
ATTR00002226,USR00009160,CMP000034,2025-05-12,Impression,Facebook,Smart TV,Linear,0.15,True,0
ATTR00002227,USR00001219,CMP000018,2024-10-27,Click,Google Ads,Smart TV,First Touch,0.52,False,16.66
ATTR00002228,USR00001027,CMP000014,2025-02-24,Click,Twitter,Web Browser,Linear,0.67,False,11.75
ATTR00002229,USR00008795,CMP000073,2024-11-12,Click,Programmatic,Smart TV,Time Decay,0.44,False,0
ATTR00002230,USR00008602,CMP000019,2024-09-05,Click,TikTok,Tablet,Linear,0.8,False,0
ATTR00002231,USR00008392,CMP000058,2024-11-22,Impression,Google Ads,Tablet,Linear,0.65,True,0
ATTR00002232,USR00003479,CMP000015,2025-01-20,Click,Facebook,Streaming Device,First Touch,0.68,False,18.55
ATTR00002233,USR00009583,CMP000082,2025-05-26,Click,TikTok,Smart TV,First Touch,0.67,False,0
ATTR00002234,USR00005887,CMP000042,2025-02-25,Impression,Twitter,Web Browser,First Touch,0.69,True,0
ATTR00002235,USR00003469,CMP000093,2024-07-19,Click,YouTube,Smart TV,Last Touch,0.59,False,0
ATTR00002236,USR00003605,CMP000094,2025-01-20,View,Facebook,Mobile,First Touch,0.55,False,0
ATTR00002237,USR00000478,CMP000028,2025-06-16,Impression,LinkedIn,Web Browser,Linear,0.24,False,17.77
ATTR00002238,USR00000203,CMP000095,2024-08-31,View,Programmatic,Mobile,Linear,0.95,False,0
ATTR00002239,USR00008857,CMP000082,2025-06-03,Click,TikTok,Smart TV,Time Decay,0.25,True,17.22
ATTR00002240,USR00001442,CMP000001,2024-08-06,Impression,Twitter,Mobile,Linear,0.1,True,21.15
ATTR00002241,USR00003606,CMP000020,2025-06-23,Impression,Programmatic,Tablet,Time Decay,0.68,False,0
ATTR00002242,USR00009834,CMP000035,2025-02-15,View,Google Ads,Web Browser,Last Touch,0.34,False,0
ATTR00002243,USR00006639,CMP000062,2024-07-20,Impression,LinkedIn,Tablet,Time Decay,0.52,False,0
ATTR00002244,USR00003061,CMP000007,2024-09-02,View,Google Ads,Mobile,Last Touch,0.41,False,0
ATTR00002245,USR00009884,CMP000005,2024-12-25,View,Programmatic,Tablet,Linear,0.26,False,0
ATTR00002246,USR00007120,CMP000012,2025-01-17,Click,TikTok,Tablet,Time Decay,0.93,False,0
ATTR00002247,USR00006371,CMP000061,2025-06-07,Click,Twitter,Gaming Console,Time Decay,0.37,False,14.56
ATTR00002248,USR00004773,CMP000043,2025-05-02,Click,Twitter,Tablet,Time Decay,0.28,False,0
ATTR00002249,USR00006789,CMP000049,2025-01-14,Impression,Twitter,Tablet,First Touch,0.71,True,0
ATTR00002250,USR00009836,CMP000012,2025-02-05,View,YouTube,Mobile,Time Decay,0.89,False,0
ATTR00002251,USR00002771,CMP000087,2024-10-22,Impression,Facebook,Smart TV,Linear,0.5,False,0
ATTR00002252,USR00005205,CMP000040,2024-11-13,View,YouTube,Mobile,Time Decay,0.76,False,0
ATTR00002253,USR00005585,CMP000021,2024-07-17,Impression,YouTube,Streaming Device,Time Decay,0.16,False,0
ATTR00002254,USR00009240,CMP000080,2025-02-07,Click,Facebook,Mobile,Linear,0.17,False,0
ATTR00002255,USR00007741,CMP000037,2024-08-31,Click,YouTube,Gaming Console,Time Decay,0.12,False,0
ATTR00002256,USR00001990,CMP000069,2024-07-26,Impression,YouTube,Streaming Device,First Touch,0.12,False,0
ATTR00002257,USR00000472,CMP000083,2025-01-25,Click,YouTube,Smart TV,Time Decay,0.83,False,0
ATTR00002258,USR00009374,CMP000083,2025-01-22,Impression,Facebook,Mobile,Time Decay,0.64,False,0
ATTR00002259,USR00000789,CMP000087,2024-10-23,View,YouTube,Streaming Device,Last Touch,0.99,False,0
ATTR00002260,USR00007788,CMP000100,2024-09-06,Impression,Programmatic,Mobile,Last Touch,0.93,False,0
ATTR00002261,USR00007992,CMP000088,2025-01-14,Impression,LinkedIn,Smart TV,Last Touch,0.14,True,0
ATTR00002262,USR00005743,CMP000081,2025-04-08,View,Google Ads,Smart TV,Linear,0.91,False,0
ATTR00002263,USR00003066,CMP000017,2025-04-07,View,Instagram,Tablet,Last Touch,0.34,False,0
ATTR00002264,USR00002063,CMP000046,2025-06-04,Impression,Programmatic,Mobile,Linear,0.94,False,0
ATTR00002265,USR00000405,CMP000066,2025-03-07,Click,LinkedIn,Mobile,Linear,0.17,False,20.11
ATTR00002266,USR00006588,CMP000069,2024-07-23,Click,Twitter,Streaming Device,Last Touch,0.37,True,10.4
ATTR00002267,USR00003152,CMP000085,2025-02-26,View,Google Ads,Mobile,Time Decay,0.73,False,11.39
ATTR00002268,USR00006478,CMP000090,2025-01-13,Click,Facebook,Web Browser,First Touch,0.95,False,0
ATTR00002269,USR00008418,CMP000084,2024-10-30,Impression,Instagram,Smart TV,Linear,0.81,False,12.47
ATTR00002270,USR00004083,CMP000066,2025-02-23,Impression,LinkedIn,Tablet,Last Touch,0.89,False,21.32
ATTR00002271,USR00002434,CMP000090,2025-01-14,Impression,Programmatic,Tablet,Time Decay,0.81,False,0
ATTR00002272,USR00001553,CMP000055,2025-01-23,Click,Instagram,Streaming Device,First Touch,0.13,False,0
ATTR00002273,USR00002065,CMP000075,2025-02-25,Click,Twitter,Mobile,Linear,0.74,False,20.76
ATTR00002274,USR00008620,CMP000030,2024-09-03,Click,Facebook,Streaming Device,First Touch,0.95,False,19.1
ATTR00002275,USR00003450,CMP000074,2024-09-25,Impression,YouTube,Tablet,Linear,0.15,False,0
ATTR00002276,USR00006945,CMP000061,2025-06-16,Click,LinkedIn,Streaming Device,First Touch,0.99,False,0
ATTR00002277,USR00008471,CMP000017,2025-03-29,Impression,LinkedIn,Web Browser,Last Touch,0.44,True,17.61
ATTR00002278,USR00003971,CMP000039,2025-05-06,View,Facebook,Mobile,Last Touch,0.62,False,0
ATTR00002279,USR00002946,CMP000073,2024-11-08,View,Instagram,Web Browser,Linear,0.88,False,0
ATTR00002280,USR00008687,CMP000054,2024-11-10,View,Programmatic,Mobile,Last Touch,0.65,False,12.34
ATTR00002281,USR00003960,CMP000065,2025-03-05,Impression,Google Ads,Tablet,Time Decay,0.65,False,0
ATTR00002282,USR00008377,CMP000011,2024-07-26,View,Instagram,Streaming Device,Linear,0.87,False,0
ATTR00002283,USR00001262,CMP000075,2025-03-04,View,Facebook,Smart TV,Time Decay,0.31,False,17.07
ATTR00002284,USR00004705,CMP000085,2025-02-21,View,Instagram,Gaming Console,Time Decay,0.76,False,0
ATTR00002285,USR00008294,CMP000086,2024-08-07,Impression,Facebook,Smart TV,First Touch,0.94,False,0
ATTR00002286,USR00000599,CMP000050,2024-11-02,Click,Twitter,Mobile,First Touch,0.31,False,0
ATTR00002287,USR00000395,CMP000012,2025-02-02,View,LinkedIn,Smart TV,Linear,0.5,False,0
ATTR00002288,USR00008336,CMP000036,2024-12-11,Click,Twitter,Smart TV,Last Touch,0.75,False,0
ATTR00002289,USR00007474,CMP000009,2025-02-24,Click,Facebook,Mobile,Linear,0.22,True,0
ATTR00002290,USR00000904,CMP000023,2025-05-09,Click,Facebook,Web Browser,Time Decay,0.42,True,0
ATTR00002291,USR00003203,CMP000018,2024-10-08,Click,Google Ads,Smart TV,Linear,0.9,False,0
ATTR00002292,USR00004812,CMP000043,2025-05-06,Impression,Google Ads,Tablet,Time Decay,0.19,False,0
ATTR00002293,USR00009823,CMP000071,2025-05-09,View,Instagram,Web Browser,Linear,0.8,False,0
ATTR00002294,USR00005998,CMP000059,2025-02-01,Click,Google Ads,Tablet,Linear,0.39,False,10.52
ATTR00002295,USR00005656,CMP000075,2025-02-27,View,Instagram,Mobile,Time Decay,0.91,True,0
ATTR00002296,USR00009997,CMP000072,2024-09-16,Click,TikTok,Tablet,First Touch,0.31,False,0
ATTR00002297,USR00005711,CMP000087,2024-11-05,Click,TikTok,Gaming Console,Linear,0.54,False,0
ATTR00002298,USR00004630,CMP000013,2025-05-24,View,Instagram,Smart TV,Time Decay,0.84,False,0
ATTR00002299,USR00005252,CMP000030,2024-09-08,Click,Instagram,Smart TV,First Touch,0.32,False,0
ATTR00002300,USR00001779,CMP000046,2025-06-03,Click,Instagram,Tablet,Time Decay,0.93,False,0
ATTR00002301,USR00000061,CMP000019,2024-09-23,Click,TikTok,Web Browser,Last Touch,0.52,False,0
ATTR00002302,USR00006380,CMP000094,2025-01-27,View,Google Ads,Tablet,First Touch,0.66,False,0
ATTR00002303,USR00009100,CMP000089,2024-12-06,Click,Instagram,Web Browser,Last Touch,0.91,True,0
ATTR00002304,USR00003646,CMP000098,2025-02-24,View,TikTok,Mobile,Last Touch,0.36,True,0
ATTR00002305,USR00006664,CMP000046,2025-06-18,Click,Twitter,Smart TV,Linear,0.2,False,9.22
ATTR00002306,USR00004076,CMP000031,2024-11-11,Impression,YouTube,Web Browser,Time Decay,0.64,False,0
ATTR00002307,USR00006805,CMP000002,2024-09-14,View,YouTube,Mobile,Time Decay,0.77,False,0
ATTR00002308,USR00009160,CMP000087,2024-11-04,Click,Twitter,Smart TV,Time Decay,0.87,False,0
ATTR00002309,USR00001456,CMP000041,2024-11-17,Click,Programmatic,Mobile,Time Decay,0.82,True,0
ATTR00002310,USR00008729,CMP000010,2024-12-06,View,Facebook,Smart TV,First Touch,0.8,False,0
ATTR00002311,USR00006841,CMP000078,2025-05-31,Click,Twitter,Streaming Device,Linear,0.84,False,20.76
ATTR00002312,USR00005180,CMP000037,2024-08-29,Impression,Instagram,Tablet,First Touch,0.88,False,0
ATTR00002313,USR00000380,CMP000090,2025-01-29,View,Programmatic,Smart TV,Time Decay,0.7,False,0
ATTR00002314,USR00002250,CMP000075,2025-02-14,View,YouTube,Mobile,Linear,0.5,True,0
ATTR00002315,USR00000510,CMP000068,2025-05-18,Impression,Facebook,Smart TV,Linear,0.41,False,0
ATTR00002316,USR00008794,CMP000093,2024-08-02,Impression,Twitter,Tablet,First Touch,0.11,True,0
ATTR00002317,USR00003539,CMP000032,2025-05-19,View,Programmatic,Tablet,Last Touch,0.15,False,0
ATTR00002318,USR00000962,CMP000011,2024-08-19,Impression,Facebook,Smart TV,Linear,0.83,False,14.21
ATTR00002319,USR00000303,CMP000045,2025-01-30,View,LinkedIn,Mobile,Last Touch,0.59,False,0
ATTR00002320,USR00001633,CMP000070,2025-04-20,Impression,Twitter,Smart TV,Linear,0.55,False,0
ATTR00002321,USR00004455,CMP000099,2025-02-16,Click,Twitter,Gaming Console,Last Touch,0.9,False,0
ATTR00002322,USR00008586,CMP000086,2024-08-08,Impression,Google Ads,Mobile,Linear,0.22,False,0
ATTR00002323,USR00003063,CMP000023,2025-05-27,Click,TikTok,Smart TV,Time Decay,0.89,False,0
ATTR00002324,USR00002703,CMP000007,2024-09-24,Impression,YouTube,Smart TV,Linear,0.55,False,0
ATTR00002325,USR00001124,CMP000013,2025-06-08,View,Instagram,Gaming Console,Time Decay,0.49,False,0
ATTR00002326,USR00003127,CMP000022,2025-06-28,Click,LinkedIn,Streaming Device,Last Touch,0.85,False,0
ATTR00002327,USR00004461,CMP000003,2024-10-04,Click,TikTok,Mobile,Time Decay,0.95,True,0
ATTR00002328,USR00002506,CMP000099,2025-02-13,Click,YouTube,Tablet,Time Decay,0.84,False,0
ATTR00002329,USR00008883,CMP000053,2024-12-29,View,TikTok,Mobile,First Touch,0.58,False,0
ATTR00002330,USR00003490,CMP000003,2024-10-11,Impression,Twitter,Web Browser,Linear,0.32,False,10.87
ATTR00002331,USR00003973,CMP000033,2025-03-07,View,Instagram,Tablet,First Touch,0.52,False,0
ATTR00002332,USR00002726,CMP000009,2025-02-05,View,Twitter,Mobile,Last Touch,0.81,False,0
ATTR00002333,USR00003912,CMP000073,2024-11-03,Impression,TikTok,Mobile,First Touch,0.72,False,0
ATTR00002334,USR00004769,CMP000041,2024-11-07,Click,TikTok,Streaming Device,First Touch,0.79,False,0
ATTR00002335,USR00005198,CMP000044,2025-03-07,View,LinkedIn,Smart TV,Last Touch,0.66,False,16.23
ATTR00002336,USR00004228,CMP000008,2024-09-06,Click,Instagram,Smart TV,Last Touch,0.14,False,0
ATTR00002337,USR00009500,CMP000078,2025-05-31,Click,Google Ads,Smart TV,Time Decay,0.53,False,0
ATTR00002338,USR00005726,CMP000090,2024-12-30,Click,Programmatic,Smart TV,Time Decay,0.59,False,0
ATTR00002339,USR00005310,CMP000027,2025-03-09,Click,LinkedIn,Tablet,Time Decay,0.33,False,22.05
ATTR00002340,USR00002744,CMP000045,2025-02-02,View,LinkedIn,Tablet,First Touch,0.4,False,0
ATTR00002341,USR00007064,CMP000097,2024-09-14,View,LinkedIn,Tablet,First Touch,0.33,False,0
ATTR00002342,USR00007502,CMP000063,2024-11-20,Click,YouTube,Mobile,First Touch,0.62,True,20.32
ATTR00002343,USR00005466,CMP000036,2024-12-02,Click,Programmatic,Smart TV,Last Touch,0.67,False,0
ATTR00002344,USR00002765,CMP000036,2024-12-11,Click,TikTok,Gaming Console,Time Decay,0.66,True,0
ATTR00002345,USR00000283,CMP000048,2025-03-03,Impression,LinkedIn,Web Browser,Last Touch,0.57,False,0
ATTR00002346,USR00007893,CMP000002,2024-09-21,View,Programmatic,Smart TV,Last Touch,0.52,False,0
ATTR00002347,USR00000774,CMP000068,2025-05-21,Impression,Instagram,Web Browser,First Touch,0.21,False,0
ATTR00002348,USR00003966,CMP000034,2025-05-15,Impression,Facebook,Web Browser,Last Touch,0.34,False,0
ATTR00002349,USR00009274,CMP000047,2025-05-02,Impression,LinkedIn,Mobile,Linear,0.88,False,0
ATTR00002350,USR00000539,CMP000050,2024-11-14,View,Google Ads,Tablet,Linear,0.58,False,0
ATTR00002351,USR00008682,CMP000024,2025-04-06,Click,Programmatic,Smart TV,Time Decay,0.36,False,0
ATTR00002352,USR00000212,CMP000001,2024-08-04,View,TikTok,Streaming Device,Time Decay,0.6,False,0
ATTR00002353,USR00001771,CMP000028,2025-06-26,Click,LinkedIn,Mobile,Time Decay,0.22,False,0
ATTR00002354,USR00003363,CMP000028,2025-06-02,Click,YouTube,Smart TV,Time Decay,0.21,False,0
ATTR00002355,USR00007982,CMP000066,2025-02-28,Click,LinkedIn,Web Browser,Last Touch,0.67,False,0
ATTR00002356,USR00002514,CMP000097,2024-09-21,Impression,TikTok,Tablet,Time Decay,0.63,False,0
ATTR00002357,USR00003290,CMP000092,2024-11-13,Impression,Instagram,Streaming Device,First Touch,0.49,False,0
ATTR00002358,USR00005834,CMP000037,2024-08-29,Impression,Google Ads,Web Browser,Linear,0.71,False,0
ATTR00002359,USR00004603,CMP000047,2025-05-07,Impression,Instagram,Smart TV,Time Decay,0.5,False,0
ATTR00002360,USR00003692,CMP000062,2024-07-28,View,Programmatic,Smart TV,Linear,0.41,False,10.23
ATTR00002361,USR00003128,CMP000091,2024-12-25,View,Facebook,Mobile,Linear,0.88,True,0
ATTR00002362,USR00003115,CMP000076,2025-02-06,View,TikTok,Gaming Console,Time Decay,0.52,False,0
ATTR00002363,USR00006979,CMP000045,2025-01-28,Impression,TikTok,Mobile,Time Decay,0.64,False,20.59
ATTR00002364,USR00009441,CMP000024,2025-04-16,Impression,YouTube,Mobile,Time Decay,0.55,False,0
ATTR00002365,USR00005654,CMP000020,2025-06-29,View,Google Ads,Gaming Console,Linear,0.54,False,0
ATTR00002366,USR00000427,CMP000012,2025-01-30,Impression,LinkedIn,Web Browser,First Touch,0.51,False,0
ATTR00002367,USR00004400,CMP000096,2024-09-28,View,Facebook,Mobile,First Touch,0.5,False,0
ATTR00002368,USR00007158,CMP000088,2024-12-29,Click,YouTube,Web Browser,First Touch,0.77,False,0
ATTR00002369,USR00006685,CMP000075,2025-02-14,Click,Programmatic,Mobile,Time Decay,0.2,False,0
ATTR00002370,USR00001656,CMP000048,2025-02-19,Impression,Facebook,Mobile,Linear,0.74,False,0
ATTR00002371,USR00008820,CMP000019,2024-09-09,Click,LinkedIn,Streaming Device,Time Decay,0.68,False,0
ATTR00002372,USR00001801,CMP000046,2025-05-30,View,Instagram,Gaming Console,Last Touch,0.52,False,9.58
ATTR00002373,USR00001778,CMP000050,2024-10-20,Click,TikTok,Smart TV,Linear,0.54,False,0
ATTR00002374,USR00000328,CMP000071,2025-05-12,View,Google Ads,Streaming Device,Last Touch,0.13,False,0
ATTR00002375,USR00006771,CMP000093,2024-07-17,View,Instagram,Gaming Console,Linear,0.12,False,0
ATTR00002376,USR00009589,CMP000099,2025-02-13,Impression,Google Ads,Smart TV,First Touch,0.57,False,18.57
ATTR00002377,USR00002332,CMP000006,2024-11-29,Click,Facebook,Smart TV,First Touch,0.78,False,0
ATTR00002378,USR00004111,CMP000077,2024-12-22,View,LinkedIn,Mobile,First Touch,0.47,False,0
ATTR00002379,USR00002555,CMP000058,2024-11-10,Click,Google Ads,Tablet,Linear,0.77,False,0
ATTR00002380,USR00001184,CMP000022,2025-06-02,Click,Programmatic,Mobile,Last Touch,0.51,False,0
ATTR00002381,USR00000493,CMP000026,2024-11-17,View,TikTok,Web Browser,Linear,0.4,True,0
ATTR00002382,USR00008585,CMP000021,2024-07-31,Impression,Programmatic,Web Browser,First Touch,0.88,False,18.21
ATTR00002383,USR00000252,CMP000013,2025-06-05,Click,Instagram,Smart TV,Time Decay,0.84,False,0
