performance_id,campaign_id,date,platform,impressions,clicks,click_through_rate,views,view_rate,spend,cost_per_click,cost_per_thousand_impressions,conversions,conversion_rate,signups,subscriptions,revenue_generated
PERF0000004490,CMP000093,2024-07-11,Google Ads,33667,249,0.74,0,0,1116.24,4.48,33.16,21,8.43,5,2,38.57
PERF0000004491,CMP000063,2024-11-28,TikTok,457038,10963,2.4,0,0,39565.07,3.61,86.57,903,8.24,91,69,795.06
PERF0000004492,CMP000092,2024-10-28,Twitter,353763,7736,2.19,0,0,23732.11,3.07,67.08,727,9.4,139,121,1422.36
PERF0000004493,CMP000064,2025-03-29,YouTube,87756,677,0.77,0,0,3360.19,4.96,38.29,29,4.28,7,4,85.61
PERF0000004494,CMP000006,2024-12-13,Programmatic,35994,744,2.07,0,0,2644.47,3.55,73.47,34,4.57,9,7,142.68
PERF0000004495,CMP000012,2025-01-21,TikTok,5487,115,2.1,0,0,242.56,2.11,44.21,10,8.7,1,0,0.0
PERF0000004496,CMP000054,2024-12-02,TikTok,267110,5984,2.24,156968,58.77,11248.28,1.88,42.11,421,7.04,70,60,1105.31
PERF0000004497,CMP000046,2025-05-30,Twitter,105906,1282,1.21,0,0,5768.28,4.5,54.47,90,7.02,13,6,88.49
PERF0000004498,CMP000021,2024-07-26,Twitter,372588,7200,1.93,0,0,15016.36,2.09,40.3,536,7.44,536,371,8289.96
PERF0000004499,CMP000069,2024-08-07,Programmatic,370040,9016,2.44,229298,61.97,27266.45,3.02,73.69,839,9.31,178,141,1384.72
PERF0000004500,CMP000093,2024-07-06,Twitter,467214,6110,1.31,0,0,29512.36,4.83,63.17,591,9.67,146,122,1378.07
PERF0000004501,CMP000030,2024-08-12,Facebook,428765,20128,4.69,187323,43.69,30986.33,1.54,72.27,1850,9.19,276,244,2650.96
PERF0000004502,CMP000064,2025-03-19,TikTok,159618,3365,2.11,0,0,6032.43,1.79,37.79,102,3.03,24,13,244.67
PERF0000004503,CMP000045,2025-01-29,Programmatic,280408,4406,1.57,0,0,20422.69,4.64,72.83,241,5.47,55,33,623.47
PERF0000004504,CMP000038,2025-05-29,Programmatic,499451,8171,1.64,0,0,13712.79,1.68,27.46,549,6.72,98,59,1042.82
PERF0000004505,CMP000020,2025-06-26,YouTube,351814,8562,2.43,0,0,8240.8,0.96,23.42,698,8.15,698,323,5742.77
PERF0000004506,CMP000085,2025-03-07,Facebook,16420,95,0.58,0,0,292.16,3.08,17.79,5,5.26,0,0,0.0
PERF0000004507,CMP000075,2025-02-20,YouTube,39617,573,1.45,0,0,956.07,1.67,24.13,11,1.92,2,1,16.07
PERF0000004508,CMP000078,2025-06-07,Google Ads,487230,12992,2.67,0,0,17015.69,1.31,34.92,732,5.63,83,52,732.27
PERF0000004509,CMP000073,2024-11-04,Facebook,194614,4704,2.42,0,0,19901.25,4.23,102.26,361,7.67,52,40,556.02
PERF0000004510,CMP000049,2025-01-23,Facebook,346131,3006,0.87,0,0,11926.67,3.97,34.46,107,3.56,30,18,342.43
PERF0000004511,CMP000060,2024-10-06,Google Ads,274542,6672,2.43,0,0,15778.06,2.36,57.47,458,6.86,52,41,707.78
PERF0000004512,CMP000079,2024-11-20,TikTok,130121,1700,1.31,0,0,4290.97,2.52,32.98,131,7.71,30,18,244.01
PERF0000004513,CMP000003,2024-10-10,Programmatic,114718,3432,2.99,0,0,12962.86,3.78,113.0,72,2.1,14,7,72.8
PERF0000004514,CMP000010,2024-12-08,LinkedIn,166778,3491,2.09,0,0,3232.58,0.93,19.38,242,6.93,28,16,315.91
PERF0000004515,CMP000071,2025-05-24,YouTube,814483,23274,2.86,640015,78.58,17067.34,0.73,20.95,354,1.52,95,64,1132.42
PERF0000004516,CMP000083,2025-02-12,Google Ads,339737,5114,1.51,0,0,5552.04,1.09,16.34,358,7.0,358,133,1949.15
PERF0000004517,CMP000033,2025-03-19,YouTube,73158,1147,1.57,0,0,2911.68,2.54,39.8,11,0.96,11,6,104.87
PERF0000004518,CMP000007,2024-09-09,Programmatic,26020,443,1.7,0,0,1460.48,3.3,56.13,35,7.9,9,5,87.25
PERF0000004519,CMP000067,2024-12-28,Programmatic,705792,16340,2.32,458894,65.02,56094.47,3.43,79.48,1075,6.58,241,201,2356.18
PERF0000004520,CMP000073,2024-11-11,Facebook,430072,7732,1.8,0,0,16459.64,2.13,38.27,263,3.4,71,58,964.24
PERF0000004521,CMP000029,2024-09-28,Twitter,242174,7102,2.93,0,0,32003.94,4.51,132.15,169,2.38,22,18,348.9
PERF0000004522,CMP000003,2024-09-20,LinkedIn,426145,11910,2.79,0,0,11564.24,0.97,27.14,765,6.42,164,92,2023.01
PERF0000004523,CMP000058,2024-12-07,Programmatic,56830,797,1.4,0,0,1587.4,1.99,27.93,24,3.01,7,3,54.17
PERF0000004524,CMP000074,2024-10-09,YouTube,42346,1051,2.48,0,0,1533.66,1.46,36.22,38,3.62,38,18,387.8
PERF0000004525,CMP000009,2025-02-22,LinkedIn,397922,2932,0.74,0,0,7598.46,2.59,19.1,124,4.23,13,7,64.93
PERF0000004526,CMP000003,2024-10-12,Google Ads,94931,1658,1.75,0,0,3993.59,2.41,42.07,115,6.94,29,18,367.56
PERF0000004527,CMP000067,2025-01-03,Programmatic,69140,2816,4.07,32877,47.55,9473.72,3.36,137.02,266,9.45,38,32,311.61
PERF0000004528,CMP000084,2024-11-24,LinkedIn,106334,785,0.74,0,0,2865.87,3.65,26.95,31,3.95,4,2,43.11
PERF0000004529,CMP000077,2024-12-21,Instagram,387826,7332,1.89,0,0,24574.2,3.35,63.36,671,9.15,158,123,2699.52
PERF0000004530,CMP000064,2025-03-14,LinkedIn,411170,3981,0.97,0,0,9070.71,2.28,22.06,224,5.63,49,30,307.02
PERF0000004531,CMP000096,2024-10-24,Twitter,90730,1969,2.17,0,0,7715.4,3.92,85.04,56,2.84,11,9,84.22
PERF0000004532,CMP000042,2025-02-14,YouTube,389252,2890,0.74,0,0,12643.81,4.38,32.48,106,3.67,106,59,751.49
PERF0000004533,CMP000015,2025-02-05,LinkedIn,701808,14602,2.08,550593,78.45,45063.23,3.09,64.21,1423,9.75,359,234,4177.35
PERF0000004534,CMP000086,2024-07-25,TikTok,16650,809,4.86,12885,77.39,3013.19,3.72,180.97,18,2.22,18,8,177.34
PERF0000004535,CMP000010,2024-12-30,Twitter,241174,6353,2.63,0,0,9709.5,1.53,40.26,427,6.72,87,43,654.28
PERF0000004536,CMP000042,2025-02-21,Facebook,474604,8799,1.85,0,0,18241.09,2.07,38.43,599,6.81,599,208,1958.79
PERF0000004537,CMP000025,2024-07-29,LinkedIn,484932,7382,1.52,150072,30.95,15488.01,2.1,31.94,143,1.94,22,17,251.42
PERF0000004538,CMP000010,2024-12-22,LinkedIn,427586,6439,1.51,0,0,16522.72,2.57,38.64,282,4.38,28,15,204.76
PERF0000004539,CMP000092,2024-11-01,YouTube,147664,4410,2.99,0,0,17459.87,3.96,118.24,44,1.0,6,4,55.12
PERF0000004540,CMP000049,2025-02-03,TikTok,246926,3519,1.43,0,0,15127.15,4.3,61.26,303,8.61,81,53,1030.04
PERF0000004541,CMP000025,2024-08-19,Instagram,626509,22375,3.57,338219,53.98,41480.39,1.85,66.21,1763,7.88,295,198,2679.33
PERF0000004542,CMP000003,2024-10-12,Instagram,131512,1458,1.11,0,0,4744.05,3.25,36.07,53,3.64,14,11,127.51
PERF0000004543,CMP000040,2024-11-30,Programmatic,338692,1891,0.56,0,0,4503.86,2.38,13.3,35,1.85,35,15,309.8
PERF0000004544,CMP000029,2024-10-09,Programmatic,120200,3114,2.59,0,0,12634.56,4.06,105.11,121,3.89,30,25,282.47
PERF0000004545,CMP000077,2024-12-15,Programmatic,376899,6861,1.82,0,0,23034.12,3.36,61.11,582,8.48,75,43,949.17
PERF0000004546,CMP000084,2024-11-11,Facebook,189348,5053,2.67,0,0,13418.31,2.66,70.87,441,8.73,48,31,451.12
PERF0000004547,CMP000007,2024-09-08,LinkedIn,449262,12018,2.68,0,0,9128.36,0.76,20.32,743,6.18,114,62,1127.59
PERF0000004548,CMP000074,2024-09-29,Programmatic,237293,4797,2.02,0,0,16963.62,3.54,71.49,92,1.92,92,48,623.1
PERF0000004549,CMP000057,2025-02-25,LinkedIn,357898,2225,0.62,0,0,5730.12,2.58,16.01,145,6.52,38,32,354.69
PERF0000004550,CMP000066,2025-02-20,Google Ads,274020,5956,2.17,0,0,16113.34,2.71,58.8,336,5.64,336,196,3003.2
PERF0000004551,CMP000073,2024-11-03,Instagram,139199,3402,2.44,0,0,8670.72,2.55,62.29,224,6.58,66,52,859.06
PERF0000004552,CMP000056,2025-02-25,Programmatic,137978,3865,2.8,0,0,5191.79,1.34,37.63,280,7.24,28,22,208.79
PERF0000004553,CMP000092,2024-11-07,Facebook,476535,6248,1.31,0,0,16848.18,2.7,35.36,249,3.99,74,37,753.46
PERF0000004554,CMP000025,2024-08-23,YouTube,413328,11611,2.81,155284,37.57,40178.76,3.46,97.21,184,1.58,30,20,384.72
PERF0000004555,CMP000009,2025-02-11,Google Ads,285861,2568,0.9,0,0,7463.11,2.91,26.11,244,9.5,61,40,884.99
PERF0000004556,CMP000083,2025-02-15,Facebook,340917,3749,1.1,0,0,3219.57,0.86,9.44,304,8.11,304,98,1263.2
PERF0000004557,CMP000082,2025-05-25,YouTube,351377,2686,0.76,0,0,12297.67,4.58,35.0,125,4.65,18,16,163.06
PERF0000004558,CMP000029,2024-09-15,Facebook,196143,1501,0.77,0,0,5661.87,3.77,28.87,110,7.33,19,13,121.13
PERF0000004559,CMP000036,2024-12-18,Programmatic,316501,1963,0.62,0,0,4799.42,2.44,15.16,73,3.72,16,8,110.8
PERF0000004560,CMP000070,2025-04-11,Twitter,113013,3864,3.42,46490,41.14,6365.23,1.65,56.32,92,2.38,92,48,1027.34
PERF0000004561,CMP000091,2024-12-15,Facebook,331238,9749,2.94,0,0,11917.22,1.22,35.98,790,8.1,163,85,1506.27
PERF0000004562,CMP000055,2025-02-16,Google Ads,340802,5305,1.56,0,0,24667.09,4.65,72.38,87,1.64,25,15,315.48
PERF0000004563,CMP000055,2025-02-14,LinkedIn,461700,10648,2.31,0,0,9924.76,0.93,21.5,563,5.29,108,60,1051.23
PERF0000004564,CMP000021,2024-07-10,LinkedIn,470869,12541,2.66,0,0,9100.86,0.73,19.33,1219,9.72,1219,532,8647.29
PERF0000004565,CMP000045,2025-01-25,Instagram,151869,4552,3.0,0,0,2514.62,0.55,16.56,300,6.59,58,45,775.88
PERF0000004566,CMP000090,2025-01-09,Programmatic,97609,1183,1.21,0,0,627.5,0.53,6.43,36,3.04,5,3,58.32
PERF0000004567,CMP000067,2025-01-09,LinkedIn,106850,2980,2.79,63547,59.47,9654.83,3.24,90.36,77,2.58,10,6,79.45
PERF0000004568,CMP000060,2024-09-27,TikTok,343306,9953,2.9,0,0,32298.45,3.25,94.08,627,6.3,168,142,3129.8
PERF0000004569,CMP000024,2025-04-10,Facebook,319092,6163,1.93,0,0,5376.45,0.87,16.85,137,2.22,37,24,287.08
PERF0000004570,CMP000080,2025-02-09,Instagram,80981,1301,1.61,0,0,5052.58,3.88,62.39,94,7.23,18,12,204.86
PERF0000004571,CMP000087,2024-10-12,LinkedIn,270370,2516,0.93,0,0,8243.69,3.28,30.49,193,7.67,193,115,1458.76
PERF0000004572,CMP000089,2024-11-19,TikTok,287176,7092,2.47,0,0,6463.05,0.91,22.51,404,5.7,40,21,379.29
PERF0000004573,CMP000044,2025-02-28,LinkedIn,320632,3819,1.19,0,0,3622.1,0.95,11.3,370,9.69,370,239,2492.11
PERF0000004574,CMP000080,2025-01-31,Twitter,198153,4983,2.51,0,0,8061.91,1.62,40.69,455,9.13,64,41,658.02
PERF0000004575,CMP000028,2025-06-18,Programmatic,131989,1047,0.79,0,0,2029.37,1.94,15.38,26,2.48,4,3,57.1
PERF0000004576,CMP000019,2024-09-09,YouTube,136656,3070,2.25,0,0,2861.29,0.93,20.94,87,2.83,14,11,220.8
PERF0000004577,CMP000056,2025-03-02,LinkedIn,91916,1727,1.88,0,0,4678.0,2.71,50.89,155,8.98,27,13,245.99
PERF0000004578,CMP000089,2024-11-21,Twitter,382713,6919,1.81,0,0,34564.41,5.0,90.31,259,3.74,52,38,497.29
PERF0000004579,CMP000061,2025-06-29,Instagram,277310,4014,1.45,0,0,8605.67,2.14,31.03,165,4.11,165,78,897.45
PERF0000004580,CMP000025,2024-08-23,Programmatic,34429,1399,4.06,25419,73.83,1689.32,1.21,49.07,94,6.72,25,22,420.76
PERF0000004581,CMP000049,2025-01-12,Google Ads,197513,2725,1.38,0,0,2993.15,1.1,15.15,193,7.08,35,28,619.06
PERF0000004582,CMP000086,2024-07-21,LinkedIn,492539,12279,2.49,152708,31.0,10800.7,0.88,21.93,341,2.78,341,120,2659.89
PERF0000004583,CMP000096,2024-09-26,YouTube,443066,5546,1.25,0,0,5155.23,0.93,11.64,506,9.12,79,69,1080.9
PERF0000004584,CMP000044,2025-03-09,LinkedIn,451265,10130,2.24,0,0,28282.52,2.79,62.67,717,7.08,717,275,4349.33
PERF0000004585,CMP000031,2024-11-08,Programmatic,9142,165,1.8,0,0,722.33,4.38,79.01,11,6.67,2,1,11.57
PERF0000004586,CMP000075,2025-02-19,Facebook,423431,3978,0.94,0,0,4674.78,1.18,11.04,320,8.04,46,35,614.4
PERF0000004587,CMP000043,2025-05-10,Twitter,448043,4427,0.99,0,0,15066.02,3.4,33.63,359,8.11,63,51,695.66
PERF0000004588,CMP000021,2024-07-30,Twitter,490889,7160,1.46,0,0,33845.24,4.73,68.95,170,2.37,170,87,1850.04
PERF0000004589,CMP000027,2025-03-04,TikTok,409546,6223,1.52,0,0,10291.33,1.65,25.13,212,3.41,62,45,837.5
PERF0000004590,CMP000050,2024-10-22,YouTube,276479,1775,0.64,0,0,1487.93,0.84,5.38,126,7.1,36,18,345.5
PERF0000004591,CMP000073,2024-11-04,YouTube,322305,6436,2.0,0,0,13061.29,2.03,40.52,85,1.32,15,12,141.43
PERF0000004592,CMP000093,2024-07-08,Instagram,42016,610,1.45,0,0,2979.61,4.88,70.92,34,5.57,8,4,74.82
PERF0000004593,CMP000063,2024-11-21,Twitter,372577,6476,1.74,0,0,26515.66,4.09,71.17,502,7.75,74,56,1000.48
PERF0000004594,CMP000047,2025-04-21,Twitter,692980,33359,4.81,469702,67.78,153722.28,4.61,221.83,1282,3.84,137,100,1757.9
PERF0000004595,CMP000010,2024-12-07,YouTube,172302,1585,0.92,0,0,4563.44,2.88,26.49,103,6.5,24,19,350.99
PERF0000004596,CMP000071,2025-06-05,LinkedIn,809567,9101,1.12,270634,33.43,40770.49,4.48,50.36,93,1.02,11,8,91.46
PERF0000004597,CMP000027,2025-03-01,LinkedIn,18456,205,1.11,0,0,1000.27,4.88,54.2,11,5.37,2,1,16.81
PERF0000004598,CMP000065,2025-02-24,TikTok,415020,10062,2.42,0,0,14513.34,1.44,34.97,854,8.49,108,58,682.52
PERF0000004599,CMP000056,2025-03-19,Programmatic,264932,6978,2.63,0,0,10159.01,1.46,38.35,420,6.02,122,98,980.7
PERF0000004600,CMP000076,2025-02-06,Google Ads,424971,5359,1.26,0,0,15038.14,2.81,35.39,196,3.66,196,77,1523.52
PERF0000004601,CMP000061,2025-06-20,Programmatic,177726,5147,2.9,0,0,11277.6,2.19,63.45,383,7.44,383,154,1637.24
PERF0000004602,CMP000016,2024-11-27,Google Ads,78898,3347,4.24,57131,72.41,8790.42,2.63,111.41,172,5.14,172,92,1745.94
PERF0000004603,CMP000089,2024-12-09,YouTube,59943,484,0.81,0,0,2342.73,4.84,39.08,20,4.13,4,2,18.19
PERF0000004604,CMP000008,2024-08-15,YouTube,61040,508,0.83,0,0,1372.59,2.7,22.49,10,1.97,2,1,11.48
PERF0000004605,CMP000032,2025-05-29,Instagram,263961,6968,2.64,0,0,19973.58,2.87,75.67,415,5.96,113,80,1403.56
PERF0000004606,CMP000022,2025-06-02,LinkedIn,119633,670,0.56,0,0,1124.06,1.68,9.4,29,4.33,3,2,42.53
PERF0000004607,CMP000012,2025-02-01,Facebook,10077,195,1.94,0,0,295.15,1.51,29.29,18,9.23,1,0,0.0
PERF0000004608,CMP000078,2025-06-13,Instagram,402272,5268,1.31,0,0,7979.76,1.51,19.84,463,8.79,62,35,634.3
PERF0000004609,CMP000010,2024-12-09,Programmatic,21771,204,0.94,0,0,882.82,4.33,40.55,14,6.86,2,1,20.65
PERF0000004610,CMP000040,2024-11-08,Facebook,458812,12799,2.79,0,0,22367.78,1.75,48.75,837,6.54,837,278,5241.2
PERF0000004611,CMP000052,2024-12-28,Programmatic,264696,2268,0.86,0,0,6144.41,2.71,23.21,30,1.32,7,4,74.94
PERF0000004612,CMP000074,2024-10-09,Google Ads,232491,5439,2.34,0,0,24650.68,4.53,106.03,392,7.21,392,256,3558.82
PERF0000004613,CMP000031,2024-11-24,YouTube,195012,1107,0.57,0,0,5309.43,4.8,27.23,81,7.32,14,8,79.56
PERF0000004614,CMP000040,2024-12-04,TikTok,203110,5780,2.85,0,0,15513.94,2.68,76.38,76,1.31,76,49,897.07
PERF0000004615,CMP000094,2025-02-15,Twitter,115376,2108,1.83,72544,62.88,1332.11,0.63,11.55,96,4.55,13,10,220.69
PERF0000004616,CMP000020,2025-06-10,Google Ads,255483,3253,1.27,0,0,10961.84,3.37,42.91,91,2.8,91,47,870.15
PERF0000004617,CMP000054,2024-11-13,YouTube,257989,8394,3.25,106071,41.11,18697.73,2.23,72.47,583,6.95,118,103,1618.87
PERF0000004618,CMP000026,2024-11-17,Facebook,313304,4073,1.3,0,0,11280.85,2.77,36.01,298,7.32,31,22,229.19
PERF0000004619,CMP000019,2024-09-22,LinkedIn,260927,3656,1.4,0,0,3350.19,0.92,12.84,138,3.77,28,21,267.58
PERF0000004620,CMP000047,2025-04-09,Google Ads,246085,8145,3.31,168388,68.43,37207.17,4.57,151.2,352,4.32,94,66,1217.52
PERF0000004621,CMP000092,2024-11-23,TikTok,208691,5532,2.65,0,0,9924.88,1.79,47.56,135,2.44,16,8,144.23
PERF0000004622,CMP000077,2024-12-15,Instagram,116992,1079,0.92,0,0,1000.4,0.93,8.55,105,9.73,12,8,176.23
PERF0000004623,CMP000001,2024-07-22,Google Ads,447013,8871,1.98,0,0,38432.69,4.33,85.98,699,7.88,74,65,693.54
PERF0000004624,CMP000096,2024-10-14,Instagram,209410,5312,2.54,0,0,13687.14,2.58,65.36,356,6.7,92,56,577.25
PERF0000004625,CMP000051,2024-09-16,Instagram,352013,3039,0.86,0,0,10235.9,3.37,29.08,171,5.63,49,43,828.06
PERF0000004626,CMP000087,2024-10-20,Twitter,227809,4202,1.84,0,0,16159.32,3.85,70.93,282,6.71,282,178,3192.57
PERF0000004627,CMP000022,2025-06-02,Instagram,470705,2394,0.51,0,0,10303.59,4.3,21.89,227,9.48,67,35,329.29
PERF0000004628,CMP000030,2024-08-23,Twitter,248532,5311,2.14,121357,48.83,9714.32,1.83,39.09,173,3.26,44,34,643.95
PERF0000004629,CMP000096,2024-10-11,Facebook,364781,10094,2.77,0,0,47545.06,4.71,130.34,952,9.43,159,83,1090.81
PERF0000004630,CMP000075,2025-02-13,Twitter,13035,377,2.89,0,0,1818.74,4.82,139.53,5,1.33,1,0,0.0
PERF0000004631,CMP000093,2024-07-22,Twitter,164913,2764,1.68,0,0,13495.15,4.88,81.83,133,4.81,37,20,305.54
PERF0000004632,CMP000018,2024-10-24,TikTok,111497,1708,1.53,0,0,1567.54,0.92,14.06,163,9.54,36,26,576.05
PERF0000004633,CMP000034,2025-05-05,Google Ads,343153,6189,1.8,0,0,10450.27,1.69,30.45,301,4.86,47,24,496.67
PERF0000004634,CMP000054,2024-11-03,Programmatic,319960,4637,1.45,105466,32.96,11247.11,2.43,35.15,116,2.5,20,12,260.44
PERF0000004635,CMP000026,2024-12-01,Facebook,103674,1178,1.14,0,0,1083.62,0.92,10.45,56,4.75,16,11,238.64
PERF0000004636,CMP000045,2025-01-17,Facebook,262837,3745,1.42,0,0,13314.8,3.56,50.66,69,1.84,10,8,140.69
PERF0000004637,CMP000045,2025-02-01,TikTok,295700,2696,0.91,0,0,2726.34,1.01,9.22,72,2.67,10,8,140.35
PERF0000004638,CMP000052,2025-01-15,Facebook,18788,451,2.4,0,0,2172.95,4.82,115.66,40,8.87,8,6,89.5
PERF0000004639,CMP000085,2025-02-19,LinkedIn,62193,523,0.84,0,0,404.84,0.77,6.51,44,8.41,7,4,76.33
PERF0000004640,CMP000062,2024-07-30,TikTok,248026,4681,1.89,0,0,9831.09,2.1,39.64,118,2.52,33,23,503.56
PERF0000004641,CMP000008,2024-09-03,Facebook,345142,9206,2.67,0,0,41294.85,4.49,119.65,345,3.75,89,73,1242.48
PERF0000004642,CMP000073,2024-10-21,Twitter,250632,6784,2.71,0,0,30275.87,4.46,120.8,421,6.21,56,37,336.92
PERF0000004643,CMP000067,2024-12-24,Twitter,811856,35159,4.33,345397,42.54,101230.04,2.88,124.69,3067,8.72,504,319,2917.86
PERF0000004644,CMP000024,2025-04-29,LinkedIn,181867,4696,2.58,0,0,4837.79,1.03,26.6,369,7.86,45,37,742.71
PERF0000004645,CMP000068,2025-05-11,Twitter,102347,1868,1.83,0,0,2658.56,1.42,25.98,120,6.42,35,18,378.76
PERF0000004646,CMP000025,2024-07-27,LinkedIn,522739,9813,1.88,160734,30.75,34525.56,3.52,66.05,296,3.02,32,23,376.56
PERF0000004647,CMP000003,2024-09-20,LinkedIn,339153,5721,1.69,0,0,23243.65,4.06,68.53,362,6.33,86,72,1233.61
PERF0000004648,CMP000083,2025-01-23,Google Ads,177166,942,0.53,0,0,2546.44,2.7,14.37,18,1.91,18,8,139.33
PERF0000004649,CMP000063,2024-11-14,TikTok,187635,5329,2.84,0,0,9315.41,1.75,49.65,460,8.63,100,89,945.09
PERF0000004650,CMP000040,2024-11-15,Programmatic,423634,6714,1.58,0,0,9618.95,1.43,22.71,455,6.78,455,181,3582.7
PERF0000004651,CMP000082,2025-05-30,Twitter,221610,3852,1.74,0,0,12469.98,3.24,56.27,246,6.39,47,26,371.02
PERF0000004652,CMP000095,2024-08-28,YouTube,91017,2084,2.29,0,0,3090.53,1.48,33.96,201,9.64,58,40,383.62
PERF0000004653,CMP000087,2024-11-03,Facebook,304355,6595,2.17,0,0,4493.21,0.68,14.76,308,4.67,308,186,3451.29
PERF0000004654,CMP000014,2025-03-15,TikTok,37973,840,2.21,0,0,1584.96,1.89,41.74,9,1.07,1,0,0.0
PERF0000004655,CMP000020,2025-07-01,Programmatic,206667,5221,2.53,0,0,15469.27,2.96,74.85,353,6.76,353,211,1995.53
PERF0000004656,CMP000046,2025-06-23,Facebook,310666,2355,0.76,0,0,9575.38,4.07,30.82,57,2.42,8,6,89.87
PERF0000004657,CMP000031,2024-11-08,TikTok,387146,8338,2.15,0,0,21522.33,2.58,55.59,484,5.8,54,47,768.33
PERF0000004658,CMP000034,2025-05-01,TikTok,44358,430,0.97,0,0,1878.11,4.37,42.34,22,5.12,2,1,16.85
PERF0000004659,CMP000053,2024-12-06,Facebook,61965,1456,2.35,0,0,2608.1,1.79,42.09,64,4.4,17,8,94.88
PERF0000004660,CMP000060,2024-10-01,Programmatic,469427,11631,2.48,0,0,17798.94,1.53,37.92,476,4.09,59,48,648.99
PERF0000004661,CMP000045,2025-02-02,LinkedIn,461561,5830,1.26,0,0,26597.68,4.56,57.63,577,9.9,65,35,508.9
PERF0000004662,CMP000069,2024-07-25,Instagram,434175,11330,2.61,233025,53.67,42687.9,3.77,98.32,127,1.12,34,24,418.84
PERF0000004663,CMP000029,2024-09-29,YouTube,28775,233,0.81,0,0,690.04,2.96,23.98,10,4.29,2,1,10.45
PERF0000004664,CMP000048,2025-03-18,LinkedIn,10124,181,1.79,0,0,878.92,4.86,86.82,16,8.84,4,2,19.9
PERF0000004665,CMP000088,2025-01-13,Google Ads,398769,11463,2.87,0,0,12430.1,1.08,31.17,407,3.55,73,57,955.92
PERF0000004666,CMP000022,2025-06-15,Facebook,249993,2532,1.01,0,0,9156.13,3.62,36.63,33,1.3,9,6,72.21
PERF0000004667,CMP000056,2025-03-18,YouTube,45995,531,1.15,0,0,731.8,1.38,15.91,9,1.69,1,0,0.0
PERF0000004668,CMP000020,2025-06-19,YouTube,277681,6556,2.36,0,0,3481.97,0.53,12.54,265,4.04,265,148,1337.33
PERF0000004669,CMP000083,2025-02-05,YouTube,150324,2885,1.92,0,0,9939.96,3.45,66.12,133,4.61,133,65,816.47
PERF0000004670,CMP000024,2025-04-22,Programmatic,108593,2065,1.9,0,0,10082.22,4.88,92.84,123,5.96,14,11,241.47
PERF0000004671,CMP000061,2025-06-22,Instagram,470594,10572,2.25,0,0,35526.35,3.36,75.49,876,8.29,876,536,5593.54
PERF0000004672,CMP000010,2024-12-14,Twitter,475848,4848,1.02,0,0,15069.41,3.11,31.67,207,4.27,41,24,529.09
PERF0000004673,CMP000012,2025-01-21,LinkedIn,260161,1713,0.66,0,0,1252.36,0.73,4.81,53,3.09,10,5,95.77
PERF0000004674,CMP000098,2025-02-15,Programmatic,216636,1155,0.53,0,0,3232.9,2.8,14.92,43,3.72,12,8,118.25
PERF0000004675,CMP000089,2024-12-02,TikTok,283267,5019,1.77,0,0,2595.34,0.52,9.16,364,7.25,54,28,440.18
PERF0000004676,CMP000010,2024-12-08,YouTube,237904,4815,2.02,0,0,7204.55,1.5,30.28,329,6.83,54,40,484.64
PERF0000004677,CMP000097,2024-08-23,Instagram,420647,4036,0.96,0,0,10155.27,2.52,24.14,387,9.59,387,131,1958.42
PERF0000004678,CMP000045,2025-01-15,Twitter,133495,3429,2.57,0,0,8222.22,2.4,61.59,193,5.63,25,21,417.02
PERF0000004679,CMP000006,2024-12-04,Instagram,336527,4210,1.25,0,0,11798.77,2.8,35.06,79,1.88,18,11,222.05
PERF0000004680,CMP000087,2024-11-02,Instagram,126214,3765,2.98,0,0,15734.66,4.18,124.67,169,4.49,169,88,870.61
PERF0000004681,CMP000074,2024-09-17,LinkedIn,262537,1558,0.59,0,0,1372.5,0.88,5.23,114,7.32,114,37,410.55
PERF0000004682,CMP000001,2024-07-18,TikTok,234388,1788,0.76,0,0,8815.5,4.93,37.61,156,8.72,16,11,215.51
PERF0000004683,CMP000017,2025-03-25,Programmatic,332511,10025,3.01,166703,50.13,14669.59,1.46,44.12,505,5.04,115,83,1562.63
PERF0000004684,CMP000062,2024-08-16,YouTube,425995,10661,2.5,0,0,43602.75,4.09,102.36,547,5.13,99,77,1742.45
PERF0000004685,CMP000025,2024-08-15,Twitter,681740,8624,1.26,286391,42.01,25940.93,3.01,38.05,753,8.73,82,52,812.93
PERF0000004686,CMP000010,2024-12-25,LinkedIn,316250,5920,1.87,0,0,20127.24,3.4,63.64,569,9.61,104,90,1116.14
PERF0000004687,CMP000032,2025-05-17,Twitter,223358,5478,2.45,0,0,25077.57,4.58,112.28,304,5.55,51,32,490.57
PERF0000004688,CMP000092,2024-11-08,Twitter,300099,2536,0.85,0,0,8222.29,3.24,27.4,245,9.66,49,32,527.68
PERF0000004689,CMP000088,2025-01-23,YouTube,235587,2895,1.23,0,0,8499.63,2.94,36.08,176,6.08,23,18,385.27
PERF0000004690,CMP000049,2025-01-13,TikTok,73433,860,1.17,0,0,1685.41,1.96,22.95,22,2.56,5,3,53.87
PERF0000004691,CMP000020,2025-06-04,Programmatic,430728,7721,1.79,0,0,25327.35,3.28,58.8,625,8.09,625,334,5558.36
PERF0000004692,CMP000010,2025-01-01,LinkedIn,402947,3106,0.77,0,0,1600.07,0.52,3.97,96,3.09,23,13,146.33
PERF0000004693,CMP000038,2025-05-02,YouTube,442274,10971,2.48,0,0,54501.39,4.97,123.23,826,7.53,87,50,628.32
